accommodates,bathrooms,bedrooms,beds,price
1,1.0,1.0,1.0,50.0
3,1.0,1.0,2.0,75.0
2,1.0,1.0,1.0,115.0
4,1.5,2.0,3.0,330.0
5,1.0,2.0,1.0,200.0
1,2.0,1.0,1.0,50.0
2,1.0,1.0,1.0,40.0
2,1.0,1.0,1.0,107.0
6,2.0,2.0,4.0,450.0
4,1.0,1.0,2.0,295.0
2,1.0,1.0,1.0,100.0
4,2.5,2.0,2.0,160.0
4,1.0,2.0,2.0,150.0
2,1.0,1.0,1.0,89.0
2,1.0,1.0,1.0,150.0
3,1.0,1.0,1.0,113.0
4,1.0,1.0,1.0,175.0
4,1.0,1.0,2.0,150.0
14,2.5,4.0,9.0,375.0
2,1.0,1.0,1.0,75.0
5,2.5,3.0,5.0,580.0
8,2.5,4.0,4.0,750.0
7,4.0,3.0,4.0,800.0
4,1.0,2.0,2.0,125.0
3,1.0,2.0,2.0,125.0
2,1.0,1.0,1.0,185.0
2,1.0,1.0,1.0,75.0
3,1.0,1.0,2.0,200.0
4,1.0,2.0,2.0,220.0
2,1.0,1.0,1.0,175.0
10,1.5,2.0,4.0,298.0
4,1.0,2.0,2.0,175.0
3,2.0,2.0,2.0,125.0
2,1.0,1.0,1.0,79.0
2,1.0,1.0,1.0,120.0
2,1.0,1.0,1.0,68.0
1,1.0,1.0,1.0,85.0
2,1.0,1.0,1.0,115.0
6,1.0,3.0,4.0,245.0
4,1.0,2.0,2.0,131.0
2,1.0,1.0,1.0,110.0
7,4.5,5.0,2.0,300.0
1,1.0,1.0,1.0,50.0
8,1.0,4.0,4.0,269.0
8,1.0,4.0,4.0,269.0
1,1.0,1.0,1.0,50.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,170.0
2,1.0,1.0,1.0,130.0
2,2.0,1.0,1.0,91.0
2,1.0,1.0,1.0,250.0
2,1.0,1.0,1.0,100.0
2,2.5,1.0,3.0,175.0
2,1.0,1.0,1.0,99.0
6,1.0,2.0,3.0,300.0
10,1.0,4.0,5.0,450.0
4,1.0,1.0,1.0,235.0
12,1.5,4.0,6.0,499.0
2,1.0,1.0,1.0,230.0
2,1.0,1.0,1.0,300.0
2,1.0,1.0,1.0,250.0
2,1.0,1.0,1.0,275.0
2,1.5,2.0,1.0,250.0
4,1.0,1.0,2.0,299.0
3,1.0,1.0,1.0,175.0
3,1.0,1.0,1.0,285.0
4,1.0,1.0,2.0,395.0
5,2.0,2.0,3.0,250.0
3,1.0,1.0,2.0,199.0
1,1.0,1.0,1.0,130.0
2,1.0,1.0,1.0,112.0
1,1.0,1.0,1.0,89.0
1,1.0,1.0,1.0,75.0
2,1.0,1.0,1.0,90.0
1,1.0,1.0,1.0,70.0
1,1.0,1.0,1.0,103.0
2,1.0,1.0,1.0,155.0
2,1.0,1.0,1.0,110.0
2,1.0,1.0,1.0,225.0
4,1.0,1.0,2.0,200.0
2,1.0,1.0,1.0,120.0
6,2.0,2.0,4.0,500.0
5,1.0,2.0,4.0,380.0
2,1.0,1.0,1.0,250.0
4,1.0,2.0,3.0,205.0
4,1.0,1.0,2.0,300.0
2,1.0,1.0,1.0,199.0
4,1.0,1.0,2.0,285.0
3,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,110.0
2,1.0,1.0,1.0,240.0
2,1.0,1.0,1.0,380.0
2,1.0,1.0,1.0,192.0
4,2.0,2.0,2.0,350.0
3,1.0,1.0,1.0,131.0
3,1.0,2.0,2.0,225.0
2,1.0,1.0,1.0,225.0
4,1.0,1.0,2.0,275.0
1,2.0,1.0,1.0,65.0
2,1.0,1.0,1.0,190.0
2,1.0,1.0,1.0,185.0
1,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,135.0
2,1.0,1.0,1.0,150.0
1,1.5,1.0,1.0,90.0
2,1.0,1.0,1.0,95.0
6,1.0,2.0,3.0,380.0
2,1.0,1.0,1.0,160.0
7,1.0,2.0,5.0,180.0
4,1.0,1.0,2.0,250.0
4,1.0,1.0,2.0,250.0
2,1.0,1.0,1.0,275.0
2,1.0,1.0,1.0,199.0
4,1.5,2.0,2.0,250.0
2,1.0,1.0,1.0,110.0
2,1.0,1.0,1.0,240.0
3,1.0,1.0,1.0,230.0
2,1.0,1.0,1.0,140.0
5,1.5,1.0,3.0,385.0
1,1.0,1.0,1.0,250.0
2,1.0,2.0,2.0,200.0
4,1.0,1.0,1.0,130.0
2,1.0,1.0,2.0,230.0
4,1.0,2.0,4.0,225.0
2,1.0,1.0,1.0,200.0
3,1.0,1.0,2.0,160.0
2,1.0,1.0,1.0,199.0
2,1.0,1.0,1.0,500.0
6,2.0,2.0,2.0,500.0
4,1.0,1.0,2.0,220.0
3,1.0,1.0,1.0,225.0
4,1.0,1.0,2.0,220.0
2,1.0,1.0,1.0,325.0
3,1.0,1.0,1.0,175.0
4,1.0,1.0,2.0,229.0
2,1.0,1.0,1.0,199.0
1,1.0,1.0,1.0,250.0
1,1.0,1.0,1.0,82.0
1,1.0,1.0,1.0,165.0
2,1.0,1.0,1.0,150.0
4,1.0,1.0,2.0,119.0
6,1.0,1.0,2.0,299.0
3,1.0,1.0,2.0,189.0
8,1.5,4.0,4.0,599.0
5,1.0,2.0,3.0,500.0
4,1.0,1.0,2.0,230.0
12,2.0,4.0,4.0,950.0
16,2.0,3.0,8.0,550.0
2,1.0,1.0,1.0,300.0
4,1.0,1.0,2.0,350.0
2,1.0,1.0,2.0,1000.0
7,2.5,2.0,4.0,999.0
9,1.0,3.0,3.0,400.0
2,1.0,1.0,1.0,120.0
1,1.0,1.0,1.0,200.0
1,1.0,1.0,1.0,99.0
1,1.0,1.0,1.0,75.0
2,2.0,1.0,1.0,119.0
2,1.0,1.0,1.0,120.0
1,1.0,1.0,1.0,89.0
4,1.0,1.0,1.0,120.0
2,1.0,1.0,1.0,90.0
2,1.0,1.0,2.0,195.0
4,1.0,1.0,2.0,300.0
3,1.0,1.0,1.0,210.0
4,1.0,2.0,2.0,250.0
2,1.0,1.0,1.0,160.0
2,1.0,1.0,1.0,199.0
6,1.0,2.0,3.0,285.0
3,1.0,2.0,3.0,545.0
8,1.0,3.0,5.0,377.0
3,1.0,1.0,1.0,250.0
2,1.0,1.0,1.0,100.0
3,1.0,1.0,2.0,160.0
4,1.0,1.0,2.0,220.0
3,1.0,2.0,2.0,250.0
2,1.0,1.0,1.0,145.0
2,1.0,1.0,1.0,250.0
2,1.0,1.0,2.0,190.0
6,1.0,2.0,3.0,365.0
2,1.0,1.0,2.0,239.0
4,1.0,2.0,2.0,170.0
2,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,195.0
4,1.0,1.0,1.0,139.0
4,1.0,2.0,2.0,275.0
3,1.0,1.0,1.0,750.0
2,1.0,1.0,1.0,220.0
3,1.0,1.0,1.0,213.0
1,1.0,1.0,1.0,78.0
2,1.0,1.0,2.0,179.0
2,0.5,1.0,1.0,90.0
2,1.0,1.0,1.0,89.0
2,1.0,1.0,1.0,90.0
2,1.0,1.0,1.0,115.0
2,1.0,1.0,1.0,120.0
1,1.0,1.0,1.0,89.0
2,1.0,1.0,1.0,55.0
2,1.0,1.0,1.0,85.0
2,1.0,1.0,1.0,95.0
2,2.0,1.0,1.0,119.0
4,1.0,1.0,1.0,200.0
2,1.0,1.0,1.0,140.0
4,1.0,2.0,2.0,320.0
6,1.0,2.0,2.0,159.0
6,1.0,2.0,4.0,229.0
7,1.0,1.0,2.0,299.0
2,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,180.0
1,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,200.0
5,1.0,1.0,3.0,169.0
4,1.0,1.0,2.0,249.0
4,1.0,2.0,2.0,400.0
6,1.0,2.0,2.0,251.0
3,1.0,1.0,2.0,250.0
5,1.0,2.0,2.0,1000.0
4,1.0,1.0,3.0,1500.0
2,1.0,1.0,1.0,190.0
1,1.0,1.0,1.0,89.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,125.0
1,1.0,1.0,1.0,130.0
7,1.5,1.0,4.0,400.0
2,1.0,1.0,1.0,199.0
6,1.0,2.0,3.0,499.0
11,2.0,3.0,5.0,795.0
5,2.0,2.0,3.0,1650.0
4,1.0,1.0,2.0,300.0
3,1.0,1.0,1.0,150.0
4,2.0,2.0,2.0,1100.0
3,1.0,1.0,1.0,140.0
2,1.5,2.0,1.0,175.0
6,1.0,2.0,2.0,265.0
3,2.0,2.0,3.0,691.0
2,1.0,1.0,1.0,200.0
4,2.0,2.0,2.0,700.0
4,1.0,2.0,3.0,160.0
2,1.0,1.0,1.0,239.0
3,1.0,1.0,1.0,250.0
2,1.0,1.0,1.0,141.0
2,1.0,1.0,1.0,175.0
6,2.0,3.0,4.0,350.0
2,1.0,1.0,1.0,150.0
1,1.0,1.0,1.0,70.0
1,1.0,1.0,1.0,159.0
3,1.0,1.0,1.0,300.0
2,1.0,1.0,1.0,110.0
4,2.0,2.0,2.0,700.0
3,1.0,1.0,2.0,420.0
4,1.0,1.0,3.0,219.0
2,1.0,1.0,2.0,92.0
6,1.5,3.0,3.0,300.0
2,1.0,1.0,2.0,145.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,200.0
3,1.0,2.0,2.0,230.0
6,1.0,2.0,3.0,325.0
8,1.0,2.0,5.0,395.0
2,1.0,1.0,1.0,200.0
3,1.0,2.0,2.0,250.0
3,1.0,1.0,2.0,120.0
3,1.0,1.0,1.0,165.0
1,1.0,1.0,1.0,200.0
4,1.0,1.0,2.0,165.0
1,1.0,1.0,1.0,75.0
2,1.0,1.0,1.0,90.0
4,1.0,1.0,1.0,280.0
2,1.0,1.0,2.0,125.0
2,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,120.0
2,1.0,1.0,1.0,325.0
2,1.0,1.0,1.0,150.0
5,1.0,1.0,1.0,245.0
4,1.0,2.0,2.0,250.0
4,1.0,1.0,2.0,186.0
2,1.0,1.0,1.0,125.0
6,1.0,3.0,3.0,400.0
4,1.0,2.0,2.0,550.0
1,0.5,1.0,1.0,99.0
4,1.0,1.0,4.0,240.0
3,1.0,1.0,1.0,180.0
8,1.5,3.0,4.0,450.0
2,1.0,1.0,1.0,200.0
2,1.0,1.0,1.0,150.0
6,2.0,2.0,3.0,1000.0
12,2.0,4.0,5.0,970.0
10,4.5,4.0,6.0,1000.0
2,1.0,1.0,1.0,60.0
2,1.0,1.0,1.0,199.0
2,1.0,1.0,1.0,180.0
3,2.5,1.0,1.0,134.0
1,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,75.0
2,1.0,1.0,1.0,250.0
2,1.0,1.0,1.0,199.0
2,1.0,1.0,1.0,150.0
1,1.0,1.0,1.0,85.0
5,2.0,2.0,3.0,399.0
2,1.0,1.0,1.0,143.0
4,1.0,1.0,1.0,249.0
5,1.0,1.0,2.0,195.0
2,1.0,1.0,1.0,300.0
6,1.0,2.0,3.0,450.0
4,1.0,1.0,2.0,235.0
2,1.0,1.0,1.0,250.0
2,1.0,1.0,1.0,219.0
2,1.0,1.0,1.0,97.0
3,1.0,1.0,2.0,200.0
2,1.0,1.0,1.0,110.0
6,2.0,2.0,2.0,250.0
4,2.0,2.0,2.0,250.0
6,1.0,3.0,3.0,500.0
1,1.0,1.0,1.0,65.0
4,1.0,1.0,3.0,150.0
2,1.0,1.0,1.0,175.0
1,1.0,1.0,1.0,55.0
2,1.0,1.0,1.0,190.0
2,1.0,1.0,1.0,800.0
2,1.0,1.0,1.0,111.0
1,1.0,1.0,1.0,82.0
2,1.0,1.0,1.0,200.0
2,1.0,1.0,2.0,120.0
2,1.5,1.0,1.0,130.0
4,2.0,2.0,3.0,250.0
6,1.0,3.0,3.0,500.0
2,1.0,1.0,1.0,250.0
6,1.0,2.0,3.0,350.0
2,1.0,1.0,1.0,350.0
2,1.0,1.0,1.0,110.0
7,1.0,3.0,3.0,399.0
8,2.0,3.0,5.0,820.0
2,1.0,1.0,1.0,250.0
3,1.0,1.0,1.0,198.0
2,1.0,1.0,1.0,129.0
4,1.5,2.0,2.0,320.0
4,2.0,2.0,2.0,450.0
1,1.0,1.0,1.0,94.0
1,2.0,1.0,1.0,100.0
4,1.0,2.0,2.0,275.0
2,1.0,1.0,1.0,499.0
2,1.0,1.0,1.0,250.0
3,1.0,1.0,2.0,100.0
4,1.0,1.0,2.0,485.0
1,3.0,1.0,6.0,50.0
5,1.0,2.0,2.0,249.0
2,1.0,1.0,2.0,350.0
2,1.0,1.0,1.0,129.0
4,3.0,2.0,2.0,800.0
2,1.0,1.0,1.0,54.0
2,1.5,1.0,1.0,99.0
2,1.0,1.0,1.0,275.0
2,1.0,2.0,1.0,120.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,2.0,210.0
2,1.0,1.0,1.0,179.0
2,2.0,1.0,1.0,100.0
6,1.0,2.0,4.0,360.0
6,2.0,2.0,3.0,878.0
2,1.0,1.0,1.0,93.0
2,1.5,1.0,1.0,120.0
2,1.0,1.0,1.0,175.0
1,1.0,1.0,1.0,130.0
3,1.0,1.0,1.0,199.0
4,1.5,2.0,2.0,300.0
2,1.0,1.0,1.0,68.0
3,1.0,1.0,1.0,190.0
2,1.0,1.0,1.0,115.0
2,1.0,1.0,1.0,100.0
3,1.0,1.0,1.0,275.0
2,1.0,1.0,1.0,109.0
2,1.0,2.0,1.0,80.0
3,1.0,1.0,2.0,200.0
4,1.0,1.0,2.0,250.0
16,2.0,1.0,1.0,1500.0
2,1.0,1.0,1.0,180.0
2,1.0,1.0,1.0,195.0
6,1.0,2.0,3.0,475.0
2,1.0,1.0,2.0,81.0
2,1.0,1.0,1.0,200.0
2,1.0,1.0,2.0,199.0
2,1.0,1.0,1.0,470.0
6,2.0,2.0,3.0,790.0
4,1.0,1.0,1.0,250.0
2,1.0,1.0,1.0,165.0
8,1.0,3.0,4.0,313.0
2,1.0,1.0,1.0,200.0
2,1.0,1.0,2.0,175.0
4,1.0,1.0,1.0,255.0
2,1.0,1.0,1.0,222.0
3,1.0,1.0,1.0,299.0
4,2.0,1.0,1.0,105.0
4,1.0,1.0,2.0,240.0
2,1.0,2.0,2.0,139.0
1,1.0,1.0,1.0,100.0
3,1.0,1.0,2.0,275.0
2,1.0,1.0,1.0,71.0
2,1.0,1.0,1.0,120.0
1,1.0,1.0,1.0,68.0
2,1.0,1.0,1.0,120.0
4,1.0,1.0,2.0,90.0
1,2.0,1.0,1.0,60.0
2,1.0,1.0,1.0,110.0
2,1.5,1.0,1.0,180.0
10,2.0,4.0,6.0,699.0
2,1.0,1.0,1.0,125.0
2,1.0,1.0,2.0,120.0
4,1.0,1.0,2.0,769.0
4,1.0,1.0,2.0,195.0
4,2.0,2.0,2.0,385.0
4,1.0,1.0,2.0,156.0
6,1.5,3.0,3.0,575.0
2,1.0,1.0,1.0,100.0
8,1.0,3.0,4.0,340.0
1,1.0,1.0,1.0,80.0
3,1.0,1.0,2.0,165.0
1,1.0,1.0,2.0,105.0
3,1.0,1.0,2.0,175.0
2,1.0,1.0,1.0,210.0
2,1.0,1.0,1.0,340.0
2,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,300.0
3,1.0,1.0,1.0,260.0
4,1.0,1.0,1.0,295.0
4,1.0,2.0,3.0,350.0
2,1.0,2.0,1.0,90.0
1,1.0,1.0,1.0,50.0
4,1.0,2.0,2.0,175.0
2,1.0,1.0,2.0,140.0
2,1.0,1.0,1.0,85.0
2,1.0,1.0,1.0,110.0
2,1.0,1.0,1.0,120.0
10,2.0,4.0,4.0,1500.0
2,1.0,1.0,1.0,100.0
3,1.0,1.0,1.0,220.0
3,1.5,2.0,2.0,199.0
2,3.0,1.0,1.0,90.0
1,1.0,1.0,1.0,98.0
2,1.0,1.0,1.0,175.0
3,1.0,1.0,1.0,160.0
2,1.0,1.0,1.0,150.0
4,2.0,2.0,3.0,599.0
2,1.0,1.0,1.0,220.0
2,1.0,1.0,1.0,190.0
2,1.0,1.0,1.0,105.0
4,1.0,2.0,2.0,505.0
2,1.0,1.0,2.0,200.0
2,1.0,1.0,1.0,98.0
4,1.0,1.0,2.0,225.0
2,1.0,1.0,1.0,110.0
4,1.0,1.0,1.0,245.0
2,2.0,1.0,2.0,255.0
6,1.0,2.0,3.0,299.0
2,1.0,1.0,1.0,122.0
2,1.0,1.0,1.0,240.0
2,1.0,1.0,1.0,160.0
2,1.0,1.0,1.0,250.0
6,2.0,2.0,3.0,490.0
4,1.0,2.0,2.0,255.0
3,1.0,1.0,2.0,240.0
1,1.0,1.0,1.0,70.0
1,1.0,1.0,1.0,60.0
12,2.0,4.0,5.0,970.0
2,1.0,1.0,1.0,280.0
2,1.0,1.0,1.0,255.0
2,2.0,1.0,1.0,210.0
1,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,325.0
5,1.0,1.0,3.0,217.0
4,1.5,1.0,1.0,340.0
16,4.0,6.0,10.0,1731.0
1,1.0,1.0,1.0,100.0
3,1.5,1.0,2.0,155.0
2,1.0,1.0,1.0,199.0
4,1.0,1.0,2.0,160.0
2,2.0,1.0,1.0,85.0
5,1.0,2.0,3.0,400.0
2,1.0,1.0,2.0,230.0
2,2.0,4.0,1.0,75.0
3,1.0,1.0,1.0,200.0
2,1.0,1.0,1.0,100.0
3,1.0,1.0,1.0,170.0
2,1.0,1.0,1.0,175.0
1,1.0,1.0,1.0,105.0
2,1.0,1.0,1.0,155.0
3,1.0,1.0,2.0,350.0
4,2.0,2.0,2.0,450.0
1,1.0,1.0,1.0,160.0
4,1.0,2.0,2.0,300.0
4,2.0,2.0,2.0,555.0
2,1.0,1.0,1.0,225.0
1,1.0,1.0,1.0,275.0
2,1.0,1.0,1.0,125.0
2,1.0,1.0,1.0,145.0
7,1.5,2.0,3.0,267.0
2,1.0,1.0,1.0,350.0
1,1.0,1.0,1.0,141.0
8,1.0,1.0,2.0,370.0
2,1.0,1.0,1.0,84.0
2,1.0,1.0,1.0,97.0
2,1.0,1.0,1.0,114.0
7,1.0,2.0,6.0,300.0
1,1.0,1.0,1.0,165.0
2,1.0,1.0,1.0,588.0
4,1.0,1.0,2.0,190.0
6,1.0,3.0,3.0,350.0
4,2.0,3.0,3.0,235.0
2,1.0,1.0,1.0,275.0
4,1.0,1.0,2.0,300.0
2,1.0,1.0,1.0,129.0
1,1.0,3.0,1.0,95.0
4,1.0,1.0,3.0,175.0
2,1.0,1.0,1.0,500.0
6,2.0,2.0,3.0,295.0
1,1.0,1.0,1.0,200.0
2,1.0,1.0,1.0,300.0
11,4.5,4.0,6.0,850.0
4,1.0,1.0,1.0,225.0
10,1.0,4.0,4.0,179.0
1,1.0,1.0,1.0,72.0
3,1.0,1.0,2.0,229.0
3,2.0,1.0,1.0,225.0
2,1.0,1.0,1.0,225.0
10,1.5,4.0,5.0,990.0
4,1.0,1.0,1.0,225.0
2,1.0,1.0,1.0,249.0
2,1.0,1.0,1.0,100.0
1,1.0,1.0,1.0,175.0
2,1.0,1.0,2.0,199.0
3,1.0,1.0,1.0,170.0
2,1.0,1.0,1.0,120.0
4,1.0,1.0,1.0,238.0
1,1.0,1.0,1.0,75.0
2,1.0,1.0,1.0,300.0
2,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,155.0
2,1.0,1.0,1.0,109.0
2,1.0,1.0,1.0,125.0
3,1.0,1.0,1.0,199.0
3,1.0,1.0,1.0,150.0
5,1.0,2.0,3.0,550.0
4,2.0,1.0,1.0,300.0
2,1.0,1.0,1.0,225.0
4,1.0,2.0,2.0,325.0
5,2.0,1.0,2.0,350.0
2,1.0,1.0,1.0,230.0
2,1.0,1.0,1.0,300.0
2,1.0,1.0,1.0,145.0
6,2.5,3.0,3.0,450.0
3,1.0,2.0,2.0,525.0
2,1.0,1.0,1.0,400.0
4,2.0,2.0,2.0,375.0
2,1.0,1.0,2.0,249.0
2,1.0,1.0,1.0,225.0
1,1.0,1.0,1.0,100.0
3,1.0,1.0,1.0,160.0
2,1.0,1.0,1.0,169.0
2,1.0,1.0,1.0,150.0
4,1.0,1.0,1.0,225.0
4,1.0,2.0,2.0,290.0
4,2.0,2.0,2.0,375.0
2,1.0,1.0,1.0,181.0
4,1.0,2.0,2.0,220.0
1,1.0,1.0,1.0,120.0
2,1.0,1.0,1.0,60.0
3,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,140.0
2,1.0,1.0,1.0,149.0
3,1.0,1.0,1.0,169.0
12,2.0,4.0,6.0,858.0
1,1.0,1.0,1.0,99.0
4,1.0,1.0,1.0,199.0
10,1.5,4.0,4.0,499.0
2,1.0,1.0,1.0,148.0
3,1.0,1.0,1.0,395.0
4,1.0,1.0,1.0,140.0
4,1.0,2.0,2.0,300.0
5,1.0,1.0,2.0,29.0
2,1.0,1.0,1.0,195.0
3,1.0,1.0,2.0,219.0
5,1.0,2.0,3.0,350.0
3,1.0,1.0,1.0,200.0
2,1.0,1.0,1.0,85.0
6,1.5,3.0,4.0,650.0
4,1.0,1.0,2.0,159.0
4,1.0,1.0,2.0,225.0
2,1.0,1.0,1.0,158.0
2,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,250.0
3,1.0,1.0,2.0,175.0
2,1.0,1.0,1.0,340.0
3,1.0,1.0,1.0,170.0
2,1.0,1.0,1.0,300.0
7,2.0,2.0,2.0,500.0
2,1.0,1.0,2.0,249.0
1,1.0,1.0,1.0,82.0
6,1.0,1.0,3.0,320.0
2,1.0,1.0,1.0,149.0
4,1.0,1.0,1.0,125.0
4,1.0,1.0,1.0,99.0
1,1.0,1.0,1.0,82.0
3,1.0,1.0,1.0,140.0
2,1.0,1.0,1.0,143.0
3,1.0,1.0,1.0,91.0
12,2.0,4.0,6.0,950.0
4,1.0,1.0,1.0,225.0
5,1.0,3.0,3.0,750.0
7,2.0,3.0,5.0,400.0
2,1.0,1.0,1.0,150.0
2,1.5,1.0,1.0,90.0
2,1.0,1.0,2.0,95.0
2,1.0,1.0,1.0,220.0
2,1.0,1.0,1.0,130.0
2,2.0,1.0,2.0,150.0
4,1.0,2.0,2.0,350.0
4,1.0,1.0,2.0,495.0
3,1.0,1.0,1.0,130.0
2,1.0,1.0,1.0,220.0
2,1.0,1.0,1.0,225.0
4,1.0,1.0,1.0,130.0
6,2.0,2.0,3.0,436.0
1,1.0,1.0,1.0,65.0
1,1.0,1.0,1.0,52.0
3,1.0,1.0,2.0,138.0
2,1.0,1.0,1.0,145.0
2,1.0,1.0,2.0,98.0
2,2.0,1.0,1.0,120.0
2,1.0,1.0,1.0,350.0
4,1.0,1.0,2.0,230.0
3,1.0,2.0,2.0,193.0
10,1.0,3.0,3.0,549.0
4,1.0,1.0,1.0,210.0
3,1.0,1.0,2.0,250.0
2,1.0,1.0,1.0,65.0
1,1.0,1.0,1.0,82.0
2,1.0,1.0,1.0,250.0
8,1.0,3.0,3.0,449.0
2,1.0,1.0,1.0,200.0
6,1.0,2.0,3.0,259.0
4,1.0,2.0,2.0,100.0
3,1.0,1.0,1.0,300.0
1,1.0,1.0,1.0,82.0
3,1.0,1.0,2.0,190.0
2,1.0,1.0,1.0,215.0
4,1.0,1.0,2.0,160.0
6,1.0,1.0,1.0,900.0
1,1.0,1.0,1.0,140.0
1,1.0,1.0,1.0,85.0
2,1.0,1.0,1.0,145.0
3,1.0,2.0,2.0,195.0
2,1.0,1.0,1.0,179.0
3,1.0,1.0,1.0,225.0
8,4.0,4.0,6.0,400.0
2,1.0,1.0,1.0,275.0
1,1.0,1.0,1.0,50.0
2,1.0,1.0,1.0,93.0
2,1.0,1.0,1.0,176.0
5,1.0,2.0,2.0,221.0
4,1.0,1.0,2.0,250.0
2,1.0,1.0,2.0,199.0
3,1.0,1.0,1.0,163.0
2,1.0,1.0,1.0,135.0
7,1.0,3.0,4.0,499.0
3,1.0,1.0,1.0,200.0
4,1.0,1.0,1.0,325.0
1,1.0,1.0,1.0,90.0
2,1.0,1.0,1.0,220.0
1,1.0,1.0,1.0,120.0
3,1.0,1.0,1.0,100.0
3,1.0,1.0,1.0,149.0
2,1.0,1.0,1.0,180.0
4,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,150.0
6,2.0,2.0,3.0,400.0
2,1.0,1.0,1.0,200.0
2,1.0,1.0,2.0,226.0
2,1.0,1.0,1.0,269.0
2,1.0,1.0,1.0,275.0
2,1.0,1.0,1.0,200.0
2,1.0,2.0,2.0,250.0
4,1.0,1.0,2.0,200.0
2,1.0,1.0,1.0,81.0
4,1.0,1.0,2.0,150.0
2,1.0,1.0,1.0,253.0
2,1.0,1.0,1.0,175.0
2,1.0,1.0,1.0,195.0
4,2.0,1.0,3.0,499.0
3,1.0,1.0,1.0,159.0
1,1.0,1.0,1.0,139.0
2,1.0,1.0,1.0,125.0
2,1.0,1.0,1.0,150.0
2,2.0,1.0,1.0,200.0
2,1.0,1.0,1.0,200.0
4,1.0,1.0,1.0,200.0
4,2.0,2.0,2.0,330.0
3,2.0,1.0,2.0,425.0
2,1.0,1.0,1.0,97.0
4,1.0,2.0,1.0,320.0
2,1.0,1.0,1.0,245.0
4,2.0,2.0,2.0,320.0
4,1.5,1.0,1.0,199.0
1,1.0,1.0,1.0,100.0
3,2.0,2.0,3.0,350.0
2,1.0,2.0,2.0,150.0
2,1.0,1.0,1.0,200.0
4,1.0,1.0,1.0,199.0
2,1.0,1.0,1.0,105.0
3,1.0,1.0,1.0,188.0
2,1.0,1.0,1.0,134.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,185.0
4,1.0,1.0,2.0,324.0
6,1.0,3.0,3.0,499.0
4,1.0,1.0,2.0,225.0
2,1.0,1.0,1.0,98.0
2,1.0,1.0,1.0,149.0
8,1.5,3.0,4.0,350.0
3,1.0,1.0,1.0,160.0
5,1.0,1.0,3.0,300.0
6,1.0,3.0,3.0,375.0
3,1.0,1.0,1.0,250.0
3,2.5,3.0,2.0,500.0
2,1.5,1.0,1.0,120.0
2,1.0,1.0,1.0,199.0
2,1.0,1.0,1.0,150.0
2,1.0,1.0,2.0,184.0
6,1.0,2.0,3.0,250.0
2,1.0,1.0,1.0,200.0
2,1.0,1.0,1.0,192.0
4,1.0,2.0,2.0,550.0
5,1.0,2.0,3.0,249.0
4,1.0,2.0,2.0,200.0
4,1.0,2.0,2.0,300.0
2,1.0,1.0,1.0,175.0
2,1.0,1.0,1.0,120.0
2,1.0,1.0,1.0,95.0
4,2.0,2.0,2.0,400.0
2,1.5,1.0,1.0,139.0
2,1.0,1.0,1.0,120.0
2,1.0,1.0,1.0,70.0
2,1.0,1.0,1.0,140.0
3,1.5,1.0,1.0,425.0
8,2.0,3.0,5.0,767.0
3,1.0,1.0,2.0,170.0
2,1.0,1.0,1.0,125.0
2,1.5,1.0,1.0,150.0
2,1.0,1.0,1.0,250.0
2,1.0,1.0,2.0,229.0
2,1.0,1.0,1.0,179.0
2,1.0,1.0,1.0,175.0
2,1.0,1.0,1.0,175.0
2,1.0,1.0,1.0,225.0
2,1.0,1.0,1.0,126.0
2,1.0,1.0,1.0,150.0
7,2.0,2.0,4.0,600.0
4,1.0,1.0,1.0,185.0
1,1.0,1.0,1.0,65.0
2,1.0,1.0,1.0,140.0
3,1.0,1.0,1.0,199.0
3,1.0,1.0,2.0,160.0
2,1.0,1.0,1.0,250.0
2,1.0,1.0,1.0,225.0
5,1.0,1.0,2.0,120.0
4,1.0,1.0,1.0,299.0
2,1.0,1.0,2.0,81.0
2,1.0,1.0,1.0,98.0
4,1.0,2.0,2.0,250.0
2,1.0,1.0,1.0,199.0
2,1.0,1.0,2.0,195.0
3,2.0,1.0,1.0,88.0
4,1.0,1.0,2.0,750.0
1,1.0,1.0,1.0,80.0
1,2.0,2.0,2.0,99.0
1,1.0,1.0,1.0,100.0
1,1.0,1.0,1.0,79.0
