accommodates,bathrooms,bedrooms,beds,price
4,1.0,1.0,1.0,175.0
4,1.0,2.0,2.0,299.0
4,1.0,1.0,3.0,175.0
4,1.0,2.0,2.0,309.0
2,1.0,1.0,1.0,207.0
4,1.0,2.0,3.0,349.0
2,1.0,1.0,1.0,90.0
6,1.0,2.0,2.0,344.0
2,1.0,1.0,1.0,90.0
2,1.0,1.0,1.0,95.0
2,1.0,1.0,1.0,99.0
5,2.0,2.0,2.0,490.0
2,1.0,1.0,1.0,155.0
2,1.0,1.0,1.0,100.0
2,1.5,1.0,1.0,59.0
2,1.0,1.0,1.0,89.0
3,1.0,1.0,1.0,150.0
5,1.0,1.0,3.0,250.0
1,1.0,1.0,1.0,95.0
2,1.0,1.0,1.0,99.0
1,1.0,1.0,1.0,49.0
2,1.0,1.0,1.0,59.0
2,1.0,1.0,1.0,107.0
7,1.0,3.0,7.0,375.0
4,1.0,1.0,1.0,110.0
4,1.0,1.0,2.0,275.0
3,1.0,1.0,2.0,400.0
6,1.0,3.0,3.0,250.0
2,1.0,1.0,1.0,94.0
2,1.0,1.0,1.0,80.0
1,1.0,1.0,1.0,105.0
3,1.0,1.0,2.0,275.0
2,1.0,1.0,1.0,74.0
3,1.0,1.0,1.0,130.0
2,1.0,1.0,1.0,230.0
3,1.0,1.0,1.0,300.0
2,1.0,1.0,1.0,119.0
2,2.0,1.0,2.0,105.0
2,2.0,1.0,1.0,200.0
4,1.0,2.0,3.0,250.0
1,1.0,1.0,1.0,95.0
2,1.0,1.0,1.0,189.0
2,1.0,1.0,1.0,200.0
2,1.0,1.0,1.0,500.0
3,1.0,1.0,2.0,140.0
2,1.0,1.0,1.0,199.0
2,1.0,1.0,2.0,110.0
6,2.0,2.0,2.0,450.0
2,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,236.0
2,1.0,1.0,1.0,111.0
4,1.0,2.0,2.0,325.0
1,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,120.0
2,0.5,1.0,1.0,100.0
2,1.5,1.0,1.0,88.0
2,1.0,1.0,1.0,138.0
3,1.0,1.0,2.0,180.0
4,1.0,1.0,1.0,198.0
2,1.0,1.0,2.0,135.0
2,1.0,1.0,1.0,99.0
3,1.0,1.0,1.0,120.0
5,1.0,1.0,1.0,148.0
5,1.0,2.0,4.0,269.0
2,1.0,1.0,1.0,120.0
8,2.0,3.0,5.0,600.0
2,1.0,1.0,2.0,105.0
7,2.0,2.0,3.0,289.0
4,1.0,2.0,2.0,200.0
5,1.5,2.0,2.0,150.0
1,1.0,1.0,1.0,100.0
1,1.0,1.0,1.0,80.0
4,1.0,1.0,2.0,250.0
5,1.0,2.0,2.0,300.0
3,1.0,1.0,1.0,115.0
2,1.0,1.0,1.0,142.0
2,1.0,1.0,1.0,97.0
5,1.0,2.0,4.0,245.0
2,1.5,1.0,1.0,99.0
4,1.0,1.0,2.0,175.0
1,1.0,1.0,1.0,108.0
2,1.0,1.0,1.0,200.0
4,1.0,1.0,2.0,200.0
5,1.0,2.0,3.0,218.0
1,1.0,1.0,1.0,60.0
2,1.0,1.0,1.0,165.0
1,1.0,1.0,1.0,108.0
2,1.0,1.0,1.0,350.0
2,1.0,1.0,1.0,120.0
1,1.0,1.0,1.0,75.0
4,1.0,2.0,2.0,360.0
7,2.0,3.0,5.0,599.0
3,1.0,1.0,2.0,80.0
2,1.0,1.0,1.0,180.0
2,1.0,1.0,1.0,179.0
1,1.0,1.0,1.0,100.0
2,1.0,1.0,2.0,285.0
4,1.0,1.0,1.0,205.0
2,1.0,1.0,1.0,90.0
2,1.0,1.0,1.0,195.0
3,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,160.0
3,1.0,1.0,1.0,200.0
2,1.0,1.0,1.0,93.0
2,1.0,1.0,1.0,135.0
6,1.0,2.0,2.0,445.0
4,1.0,1.0,2.0,125.0
2,1.0,1.0,1.0,170.0
1,1.0,1.0,1.0,99.0
2,1.0,1.0,1.0,91.0
2,1.0,1.0,1.0,60.0
4,1.0,1.0,2.0,235.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,105.0
2,1.0,1.0,1.0,175.0
5,1.0,2.0,3.0,380.0
1,1.0,1.0,1.0,75.0
8,1.0,2.0,4.0,321.0
2,1.0,1.0,1.0,225.0
2,1.0,1.0,1.0,150.0
3,1.0,1.0,1.0,219.0
2,1.0,1.0,1.0,180.0
2,1.0,1.0,1.0,165.0
5,1.0,1.0,3.0,145.0
2,1.0,1.0,1.0,66.0
2,1.0,2.0,2.0,225.0
3,1.0,1.0,2.0,102.0
1,1.0,1.0,1.0,112.0
5,1.0,2.0,2.0,400.0
6,2.0,3.0,3.0,240.0
2,1.0,1.0,1.0,127.0
1,1.0,1.0,1.0,100.0
1,1.0,1.0,1.0,111.0
6,1.0,2.0,3.0,450.0
4,1.0,2.0,2.0,160.0
2,1.0,1.0,1.0,175.0
4,1.0,1.0,1.0,300.0
2,1.0,1.0,1.0,80.0
4,1.0,1.0,1.0,160.0
2,1.0,1.0,1.0,115.0
2,1.0,1.0,2.0,110.0
2,1.0,1.0,1.0,800.0
5,1.0,2.0,2.0,250.0
2,1.0,1.0,1.0,110.0
4,1.0,1.0,2.0,305.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,275.0
2,1.0,1.0,1.0,95.0
8,2.0,2.0,4.0,275.0
4,1.0,1.0,2.0,75.0
2,1.0,1.0,1.0,155.0
3,1.0,1.0,1.0,199.0
2,1.0,1.0,1.0,150.0
1,1.0,1.0,1.0,155.0
2,1.0,1.0,1.0,90.0
1,1.0,1.0,1.0,100.0
4,1.0,2.0,1.0,200.0
2,1.0,1.0,1.0,130.0
2,1.0,1.0,1.0,175.0
2,1.0,1.0,1.0,275.0
2,1.0,1.0,1.0,250.0
2,1.0,1.0,1.0,155.0
1,1.0,1.0,1.0,75.0
4,1.0,1.0,3.0,199.0
2,1.0,1.0,1.0,109.0
2,1.0,1.0,2.0,166.0
1,1.0,1.0,1.0,168.0
3,1.0,1.0,2.0,95.0
5,1.0,1.0,3.0,200.0
2,1.0,1.0,1.0,189.0
2,1.0,1.0,1.0,108.0
2,1.0,1.0,1.0,150.0
3,1.0,2.0,2.0,339.0
5,1.0,2.0,3.0,184.0
3,1.0,1.0,1.0,139.0
3,1.0,1.0,2.0,269.0
1,1.0,1.0,2.0,59.0
2,1.0,1.0,1.0,80.0
4,2.0,2.0,2.0,590.0
2,1.0,1.0,1.0,85.0
3,1.0,1.0,2.0,124.0
3,1.0,1.0,1.0,50.0
1,1.0,1.0,1.0,90.0
2,1.0,1.0,1.0,180.0
2,2.0,1.0,1.0,100.0
1,1.0,1.0,1.0,120.0
2,1.0,1.0,1.0,140.0
5,1.0,1.0,3.0,309.0
4,1.0,1.0,2.0,170.0
4,1.0,1.0,2.0,225.0
2,1.0,1.0,1.0,135.0
4,1.0,1.0,2.0,900.0
2,1.0,1.0,2.0,99.0
6,2.0,2.0,3.0,425.0
2,1.0,1.0,1.0,120.0
2,2.0,1.0,1.0,99.0
3,1.0,1.0,2.0,130.0
3,1.0,1.0,2.0,80.0
2,1.0,1.0,1.0,100.0
10,2.0,3.0,5.0,513.0
10,2.0,4.0,6.0,399.0
3,1.0,1.0,2.0,55.0
2,1.0,1.0,1.0,120.0
4,1.0,1.0,2.0,189.0
8,2.0,2.0,3.0,450.0
2,1.0,1.0,1.0,200.0
4,1.0,1.0,1.0,168.0
2,1.0,1.0,1.0,75.0
2,1.0,1.0,1.0,250.0
6,1.0,2.0,3.0,180.0
1,0.5,1.0,1.0,59.0
6,1.0,2.0,4.0,99.0
3,1.0,1.0,2.0,200.0
2,1.0,4.0,1.0,99.0
6,1.0,3.0,3.0,500.0
6,2.0,2.0,2.0,375.0
2,1.0,1.0,1.0,151.0
5,2.0,2.0,3.0,400.0
6,1.0,2.0,4.0,320.0
3,1.0,1.0,1.0,220.0
2,1.0,1.0,1.0,119.0
8,1.0,2.0,2.0,148.0
6,1.0,2.0,3.0,325.0
4,1.0,1.0,2.0,275.0
2,1.0,1.0,1.0,185.0
2,1.0,1.0,1.0,120.0
2,1.0,1.0,1.0,100.0
1,1.0,1.0,1.0,90.0
1,1.0,1.0,1.0,119.0
4,1.0,1.0,2.0,98.0
1,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,249.0
1,1.0,1.0,1.0,57.0
2,1.0,1.0,1.0,89.0
1,1.0,1.0,1.0,90.0
6,1.0,3.0,3.0,400.0
1,1.0,1.0,1.0,140.0
4,1.0,2.0,2.0,1000.0
2,1.0,1.0,2.0,195.0
1,1.0,1.0,1.0,80.0
4,1.0,2.0,2.0,220.0
2,1.0,1.0,1.0,190.0
2,1.0,1.0,1.0,160.0
1,1.0,1.0,1.0,60.0
2,1.0,1.0,1.0,250.0
2,1.0,1.0,1.0,119.0
1,1.0,1.0,1.0,49.0
2,1.0,1.0,1.0,120.0
5,1.0,2.0,4.0,300.0
6,2.0,3.0,4.0,182.0
2,1.0,1.0,1.0,101.0
8,1.0,3.0,4.0,412.0
4,1.0,1.0,2.0,165.0
10,1.0,3.0,5.0,545.0
2,1.0,1.0,2.0,150.0
4,1.0,1.0,1.0,120.0
6,2.0,2.0,3.0,300.0
2,1.0,1.0,1.0,125.0
2,1.0,1.0,1.0,179.0
2,1.0,1.0,1.0,300.0
6,1.0,3.0,4.0,500.0
2,2.0,1.0,1.0,130.0
2,1.0,3.0,1.0,49.0
6,1.0,2.0,3.0,433.0
4,2.0,2.0,2.0,499.0
4,1.0,2.0,3.0,325.0
2,1.0,1.0,1.0,110.0
3,1.0,1.0,1.0,135.0
2,1.0,1.0,1.0,129.0
2,1.0,1.0,1.0,129.0
6,1.0,3.0,5.0,390.0
7,1.0,2.0,4.0,399.0
3,1.0,2.0,2.0,250.0
4,1.0,2.0,3.0,165.0
3,1.0,1.0,1.0,190.0
4,1.0,1.0,2.0,270.0
2,1.0,1.0,1.0,125.0
7,1.0,3.0,3.0,499.0
2,1.0,1.0,1.0,100.0
2,2.0,1.0,1.0,250.0
6,1.0,2.0,4.0,259.0
2,1.0,1.0,1.0,165.0
2,1.0,1.0,1.0,70.0
2,1.0,1.0,1.0,155.0
4,1.0,1.0,1.0,175.0
5,2.0,2.0,3.0,430.0
5,1.0,2.0,2.0,99.0
3,1.0,1.0,2.0,165.0
2,1.0,1.0,1.0,120.0
3,1.0,1.0,1.0,99.0
2,2.0,1.0,2.0,73.0
1,1.0,1.0,1.0,229.0
2,1.0,1.0,1.0,199.0
2,1.0,1.0,1.0,170.0
4,1.0,1.0,2.0,177.0
3,1.0,1.0,1.0,189.0
2,1.0,1.0,1.0,149.0
6,1.0,2.0,2.0,299.0
4,1.0,2.0,2.0,235.0
2,1.0,1.0,1.0,200.0
2,1.0,1.0,1.0,140.0
2,1.0,1.0,1.0,249.0
2,1.0,1.0,1.0,150.0
3,1.0,1.0,1.0,439.0
1,1.0,1.0,1.0,69.0
2,1.0,1.0,1.0,160.0
3,1.0,1.0,1.0,84.0
1,1.0,1.0,1.0,76.0
3,1.0,1.0,2.0,250.0
2,1.0,1.0,1.0,165.0
6,1.0,2.0,3.0,271.0
3,1.0,1.0,2.0,98.0
6,1.0,2.0,5.0,320.0
6,1.0,3.0,3.0,450.0
2,1.5,1.0,1.0,400.0
5,2.0,3.0,3.0,400.0
2,1.0,1.0,1.0,119.0
5,2.0,1.0,3.0,295.0
3,1.0,2.0,3.0,270.0
4,1.0,1.0,1.0,350.0
5,1.0,2.0,2.0,240.0
3,1.0,1.0,2.0,220.0
1,1.0,1.0,1.0,103.0
1,1.0,1.0,1.0,118.0
3,2.0,1.0,2.0,200.0
5,1.0,1.0,2.0,350.0
2,1.0,1.0,1.0,145.0
2,1.0,1.0,1.0,155.0
2,1.0,1.0,2.0,95.0
3,1.0,1.0,2.0,152.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,90.0
4,1.0,1.0,2.0,275.0
6,1.0,2.0,2.0,272.0
2,1.0,1.0,1.0,180.0
2,1.0,1.0,1.0,99.0
4,1.0,1.0,2.0,150.0
4,1.0,1.0,1.0,225.0
2,1.0,1.0,1.0,135.0
2,1.0,1.0,1.0,149.0
2,1.0,1.0,1.0,104.0
1,1.0,1.0,1.0,150.0
8,1.5,3.0,5.0,599.0
6,1.0,2.0,3.0,325.0
4,1.0,2.0,2.0,200.0
2,1.0,1.0,1.0,99.0
2,1.0,1.0,1.0,200.0
1,1.0,1.0,1.0,67.0
3,1.0,1.0,2.0,250.0
2,1.0,1.0,2.0,180.0
7,1.0,2.0,5.0,149.0
3,1.0,2.0,2.0,150.0
4,1.0,2.0,2.0,350.0
2,1.0,1.0,1.0,250.0
2,1.0,1.0,1.0,249.0
1,1.0,1.0,1.0,105.0
5,1.0,2.0,2.0,269.0
2,1.0,1.0,1.0,90.0
1,1.0,1.0,1.0,95.0
2,1.0,1.0,1.0,150.0
1,1.0,1.0,1.0,110.0
2,1.0,1.0,1.0,130.0
4,1.0,2.0,2.0,300.0
1,1.0,1.0,1.0,160.0
3,1.0,1.0,1.0,250.0
3,1.0,2.0,2.0,155.0
5,1.0,1.0,2.0,150.0
3,1.0,1.0,1.0,695.0
2,1.0,1.0,1.0,225.0
2,1.5,1.0,1.0,59.0
4,1.0,1.0,1.0,320.0
2,1.0,1.0,1.0,250.0
5,1.0,2.0,2.0,390.0
1,1.0,1.0,1.0,75.0
2,1.0,1.0,1.0,245.0
6,1.0,2.0,2.0,259.0
2,1.0,1.0,1.0,85.0
4,1.0,2.0,3.0,150.0
1,1.0,1.0,1.0,65.0
1,1.0,1.0,1.0,59.0
2,1.0,1.0,1.0,80.0
3,1.0,1.0,1.0,195.0
1,1.0,1.0,1.0,130.0
6,1.0,2.0,3.0,400.0
2,1.0,1.0,1.0,60.0
3,1.0,2.0,2.0,350.0
5,1.0,2.0,4.0,225.0
5,1.0,2.0,4.0,250.0
2,1.0,1.0,1.0,119.0
2,1.0,1.0,1.0,175.0
2,2.0,1.0,1.0,150.0
4,1.0,1.0,3.0,170.0
4,1.0,1.0,2.0,220.0
3,1.0,1.0,2.0,148.0
1,1.0,1.0,1.0,55.0
2,1.0,1.0,1.0,90.0
4,1.0,1.0,2.0,288.0
2,1.0,1.0,1.0,225.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,80.0
2,1.0,1.0,2.0,110.0
2,1.0,1.0,2.0,220.0
2,1.0,1.0,1.0,120.0
5,2.0,2.0,2.0,500.0
2,1.0,1.0,1.0,99.0
4,1.0,1.0,2.0,290.0
6,1.0,3.0,2.0,250.0
3,1.0,1.0,2.0,170.0
2,2.0,2.0,1.0,225.0
2,1.0,1.0,1.0,150.0
1,1.0,1.0,1.0,105.0
8,2.0,3.0,5.0,490.0
1,1.0,1.0,1.0,72.0
2,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,125.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,135.0
4,1.0,1.0,3.0,150.0
2,1.0,1.0,1.0,180.0
2,1.0,1.0,1.0,79.0
2,1.0,1.0,1.0,160.0
2,1.0,1.0,1.0,198.0
2,1.0,1.0,1.0,265.0
1,1.0,1.0,1.0,69.0
11,1.0,3.0,6.0,379.0
2,1.0,1.0,1.0,160.0
3,1.0,1.0,2.0,180.0
2,1.0,1.0,1.0,233.0
1,1.0,1.0,1.0,115.0
3,1.0,1.0,2.0,240.0
8,2.0,2.0,4.0,400.0
2,1.0,1.0,1.0,50.0
7,2.0,2.0,2.0,380.0
2,1.0,1.0,1.0,190.0
2,1.0,1.0,1.0,134.0
5,1.0,2.0,2.0,320.0
2,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,130.0
5,1.0,1.0,2.0,255.0
1,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,85.0
2,1.0,1.0,1.0,300.0
2,1.0,1.0,1.0,110.0
4,1.5,1.0,2.0,450.0
2,1.0,1.0,1.0,155.0
2,1.0,1.0,1.0,155.0
2,2.0,1.0,1.0,200.0
8,1.0,2.0,4.0,100.0
2,1.0,1.0,1.0,175.0
1,1.0,1.0,1.0,100.0
2,1.0,1.0,1.0,255.0
2,0.0,1.0,1.0,100.0
4,1.0,1.0,2.0,175.0
1,1.0,1.0,1.0,70.0
4,1.0,2.0,3.0,450.0
6,1.0,3.0,4.0,300.0
2,1.0,1.0,1.0,59.0
4,1.0,1.0,2.0,198.0
1,1.0,1.0,1.0,95.0
3,1.0,1.0,1.0,120.0
4,1.0,1.0,2.0,365.0
3,1.0,1.0,2.0,229.0
2,1.0,1.0,1.0,100.0
6,1.0,2.0,3.0,399.0
3,1.0,1.0,1.0,250.0
4,1.0,1.0,3.0,200.0
4,1.0,2.0,2.0,250.0
2,1.0,1.0,1.0,240.0
2,1.0,1.0,1.0,99.0
2,1.0,1.0,2.0,109.0
5,1.0,1.0,3.0,215.0
6,1.0,2.0,3.0,349.0
4,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,250.0
4,1.0,1.0,2.0,240.0
5,1.0,2.0,2.0,270.0
2,1.0,1.0,1.0,100.0
4,1.0,2.0,2.0,350.0
1,1.0,1.0,1.0,65.0
2,1.0,1.0,2.0,195.0
5,2.0,2.0,3.0,500.0
1,1.0,1.0,1.0,55.0
2,1.0,1.0,1.0,137.0
2,1.0,1.0,1.0,100.0
4,2.0,2.0,3.0,275.0
1,1.0,1.0,1.0,89.0
7,1.0,2.0,4.0,200.0
2,1.0,1.0,1.0,300.0
2,1.0,1.0,1.0,200.0
7,2.0,3.0,4.0,399.0
4,1.0,1.0,2.0,180.0
4,1.0,1.0,1.0,295.0
3,1.0,1.0,1.0,120.0
6,1.0,2.0,3.0,450.0
6,1.0,3.0,4.0,450.0
4,1.0,1.0,2.0,215.0
2,1.0,1.0,1.0,140.0
4,1.0,1.0,3.0,300.0
2,1.0,1.0,1.0,99.0
4,1.0,1.0,2.0,299.0
4,1.0,1.0,4.0,250.0
2,1.0,1.0,1.0,125.0
2,1.0,1.0,2.0,199.0
2,1.0,1.0,1.0,275.0
2,1.0,1.0,1.0,250.0
6,3.0,4.0,5.0,900.0
1,2.0,1.0,1.0,100.0
8,1.0,3.0,4.0,399.0
4,1.0,1.0,2.0,210.0
5,1.0,1.0,4.0,179.0
6,1.0,3.0,4.0,360.0
2,1.0,1.0,1.0,99.0
2,1.0,1.0,1.0,299.0
4,1.0,1.0,2.0,325.0
2,1.0,1.0,1.0,155.0
3,1.0,1.0,1.0,195.0
2,2.0,1.0,1.0,88.0
4,1.0,1.0,2.0,250.0
2,1.0,1.0,1.0,177.0
2,1.0,1.0,1.0,105.0
2,1.0,1.0,1.0,74.0
6,1.0,3.0,3.0,550.0
2,1.0,1.0,1.0,119.0
4,1.0,2.0,2.0,349.0
2,1.0,1.0,1.0,160.0
2,1.0,1.0,1.0,200.0
6,1.0,2.0,3.0,269.0
3,1.0,1.0,2.0,260.0
2,1.0,1.0,1.0,120.0
2,1.0,1.0,1.0,134.0
6,1.0,2.0,3.0,240.0
2,1.0,1.0,1.0,130.0
2,1.0,1.0,1.0,181.0
2,1.0,1.0,1.0,145.0
4,1.0,1.0,2.0,130.0
6,1.0,2.0,3.0,300.0
2,2.0,1.0,2.0,100.0
4,1.0,1.0,1.0,255.0
3,1.0,1.0,1.0,300.0
2,1.0,1.0,1.0,150.0
6,1.0,3.0,4.0,179.0
2,1.0,1.0,1.0,289.0
10,2.0,4.0,4.0,875.0
6,1.0,2.0,3.0,475.0
7,1.0,2.0,4.0,448.0
1,1.0,1.0,1.0,150.0
2,2.0,1.0,1.0,145.0
5,1.0,1.0,2.0,220.0
6,1.5,2.0,3.0,475.0
2,1.0,1.0,2.0,180.0
2,1.0,1.0,1.0,105.0
10,2.0,4.0,4.0,875.0
1,1.0,1.0,1.0,99.0
2,1.0,1.0,2.0,111.0
2,1.5,1.0,1.0,175.0
6,1.0,2.0,3.0,350.0
6,1.0,2.0,4.0,230.0
2,1.0,1.0,1.0,125.0
2,1.0,1.0,1.0,146.0
4,1.0,1.0,2.0,224.0
4,1.0,1.0,2.0,175.0
1,1.0,1.0,1.0,100.0
3,1.0,1.0,1.0,320.0
7,1.0,3.0,4.0,412.0
3,1.0,1.0,1.0,95.0
2,1.0,1.0,1.0,110.0
5,2.0,2.0,2.0,397.0
2,1.0,1.0,1.0,90.0
2,1.0,1.0,1.0,110.0
2,1.0,1.0,1.0,70.0
2,1.0,1.0,1.0,275.0
2,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,169.0
6,1.0,2.0,4.0,250.0
2,1.0,1.0,1.0,185.0
2,1.0,1.0,1.0,110.0
6,1.0,2.0,1.0,450.0
4,1.0,1.0,2.0,239.0
2,1.0,1.0,1.0,99.0
6,2.0,2.0,3.0,390.0
2,1.0,1.0,1.0,99.0
2,1.0,1.0,1.0,110.0
2,1.0,1.0,2.0,130.0
2,1.0,1.0,1.0,120.0
2,1.0,1.0,1.0,168.0
2,1.5,2.0,2.0,190.0
2,1.0,1.0,1.0,119.0
2,1.0,1.0,2.0,145.0
1,1.0,1.0,1.0,70.0
2,1.5,1.0,1.0,225.0
1,1.0,1.0,1.0,60.0
1,1.0,1.0,1.0,99.0
4,1.0,1.0,2.0,219.0
2,1.0,1.0,1.0,295.0
3,1.0,1.0,1.0,150.0
2,1.0,1.0,1.0,190.0
4,1.0,1.0,3.0,183.0
2,1.0,1.0,1.0,110.0
2,1.0,1.0,1.0,129.0
4,1.5,1.0,2.0,129.0
3,1.0,1.0,1.0,150.0
4,1.0,1.0,1.0,235.0
2,1.0,1.0,1.0,160.0
4,1.0,2.0,2.0,275.0
4,1.0,1.0,2.0,250.0
2,1.0,1.0,1.0,65.0
2,1.0,1.0,1.0,95.0
1,1.0,1.0,1.0,63.0
2,1.0,1.0,1.0,170.0
2,1.0,1.0,1.0,200.0
2,1.0,1.0,1.0,120.0
3,1.0,1.0,2.0,190.0
4,1.0,1.0,1.0,239.0
2,1.0,1.0,1.0,325.0
2,1.0,1.0,1.0,95.0
6,1.0,2.0,3.0,300.0
2,1.0,1.0,1.0,125.0
2,1.0,1.0,1.0,100.0
6,2.0,2.0,3.0,390.0
4,1.0,1.0,2.0,269.0
4,1.0,1.0,2.0,175.0
5,1.0,1.0,2.0,265.0
4,1.0,2.0,2.0,199.0
6,1.0,4.0,5.0,600.0
1,1.0,1.0,1.0,51.0
7,1.0,3.0,4.0,412.0
4,1.0,1.0,2.0,182.0
2,1.0,1.0,1.0,120.0
6,1.0,2.0,3.0,450.0
4,1.0,1.0,2.0,225.0
3,1.0,1.0,2.0,131.0
6,1.0,2.0,2.0,279.0
1,1.0,1.0,2.0,180.0
2,1.0,1.0,1.0,169.0
2,1.0,1.0,1.0,180.0
4,1.0,1.0,2.0,75.0
2,1.0,1.0,1.0,123.0
8,1.0,2.0,2.0,100.0
2,1.0,1.0,1.0,250.0
6,1.0,2.0,3.0,299.0
4,1.0,2.0,2.0,399.0
2,1.0,1.0,1.0,130.0
7,1.0,3.0,3.0,500.0
1,1.0,1.0,1.0,78.0
3,1.0,1.0,1.0,89.0
1,1.0,1.0,1.0,100.0
6,1.0,2.0,3.0,400.0
2,1.0,1.0,1.0,115.0
1,1.0,1.0,1.0,79.0
3,1.0,1.0,1.0,245.0
2,1.0,1.0,1.0,99.0
2,1.0,1.0,1.0,195.0
5,1.0,2.0,3.0,275.0
2,1.0,1.0,1.0,205.0
3,1.0,1.0,1.0,300.0
2,1.0,4.0,1.0,99.0
4,1.0,1.0,1.0,249.0
2,1.0,1.0,1.0,145.0
2,1.0,4.0,1.0,100.0
4,1.0,1.0,2.0,300.0
3,1.0,1.0,1.0,199.0
2,1.0,1.0,1.0,49.0
4,1.0,2.0,2.0,375.0
3,1.0,1.0,2.0,114.0
2,1.0,1.0,1.0,125.0
2,1.0,1.0,1.0,150.0
4,1.0,2.0,2.0,190.0
3,2.0,1.0,1.0,79.0
2,1.0,1.0,1.0,159.0
5,2.0,2.0,2.0,250.0
4,2.5,2.0,2.0,150.0
2,1.0,1.0,1.0,65.0
8,1.0,3.0,3.0,625.0
8,1.5,2.0,4.0,299.0
3,1.0,1.0,2.0,220.0
6,1.0,2.0,3.0,244.0
8,3.0,3.0,4.0,399.0
5,1.0,2.0,3.0,287.0
4,1.0,1.0,2.0,280.0
4,1.0,1.0,1.0,149.0
2,1.0,1.0,2.0,150.0
4,1.0,1.0,2.0,250.0
6,1.0,3.0,3.0,500.0
2,1.0,1.0,1.0,250.0
4,1.0,1.0,2.0,250.0
4,1.0,1.0,2.0,175.0
2,1.0,1.0,1.0,175.0
6,1.0,2.0,2.0,237.0
1,2.0,1.0,1.0,130.0
3,1.0,1.0,1.0,199.0
5,1.0,2.0,3.0,195.0
3,1.0,1.0,1.0,200.0
1,1.0,1.0,1.0,55.0
2,1.0,1.0,1.0,295.0
2,1.0,1.0,1.0,120.0
3,1.0,1.0,2.0,300.0
2,1.0,1.0,1.0,175.0
2,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,350.0
4,1.0,1.0,2.0,27.0
4,1.0,1.0,2.0,199.0
2,1.0,1.0,1.0,99.0
5,1.0,2.0,3.0,180.0
2,1.0,1.0,1.0,135.0
10,1.0,3.0,5.0,391.0
2,1.0,1.0,1.0,95.0
3,1.0,1.0,1.0,120.0
1,1.0,2.0,1.0,70.0
6,1.0,2.0,3.0,225.0
1,1.0,2.0,2.0,125.0
2,1.0,1.0,1.0,150.0
3,1.0,1.0,2.0,125.0
2,1.0,1.0,1.0,250.0
2,1.0,1.0,1.0,300.0
2,1.0,1.0,1.0,139.0
4,1.0,1.0,2.0,129.0
4,1.0,1.0,3.0,149.0
2,1.0,1.0,1.0,119.0
2,1.0,1.0,1.0,87.0
2,1.0,1.0,1.0,99.0
2,1.0,1.0,1.0,105.0
7,1.0,3.0,4.0,399.0
2,1.0,2.0,1.0,79.0
2,1.5,1.0,1.0,85.0
1,1.0,1.0,1.0,49.0
2,1.0,1.0,1.0,140.0
3,1.0,1.0,2.0,345.0
3,1.0,1.0,1.0,200.0
4,1.0,1.0,2.0,361.0
4,1.0,1.0,2.0,130.0
3,1.0,1.0,2.0,165.0
2,1.0,1.0,1.0,170.0
5,2.0,2.0,3.0,400.0
3,1.0,1.0,2.0,95.0
1,1.0,1.0,1.0,104.0
3,1.0,1.0,1.0,99.0
6,2.0,2.0,3.0,570.0
8,1.0,2.0,5.0,444.0
4,1.0,1.0,1.0,110.0
6,2.0,2.0,3.0,300.0
8,1.0,3.0,3.0,325.0
2,1.0,1.0,1.0,375.0
5,1.0,2.0,3.0,179.0
1,1.0,1.0,1.0,120.0
1,1.0,1.0,1.0,79.0
4,1.0,1.0,2.0,190.0
2,1.0,2.0,1.0,115.0
2,1.0,1.0,1.0,160.0
4,1.0,1.0,3.0,290.0
2,1.0,1.0,1.0,450.0
2,1.0,1.0,1.0,100.0
6,2.0,2.0,2.0,499.0
2,1.0,1.0,1.0,75.0
2,1.0,1.0,1.0,115.0
2,1.0,1.0,1.0,180.0
3,1.0,1.0,2.0,170.0
3,1.0,1.0,1.0,195.0
7,2.0,2.0,4.0,399.0
6,1.0,2.0,3.0,380.0
3,1.0,2.0,2.0,300.0
5,1.0,2.0,3.0,229.0
1,2.0,1.0,2.0,100.0
2,1.0,1.0,1.0,88.0
2,2.0,1.0,2.0,100.0
2,1.0,1.0,1.0,215.0
1,1.0,1.0,1.0,100.0
6,2.0,2.0,3.0,650.0
1,1.0,1.0,1.0,80.0
2,1.0,1.0,1.0,120.0
8,1.0,2.0,3.0,899.0
2,1.0,1.0,2.0,120.0
6,1.0,2.0,3.0,225.0
6,2.0,3.0,4.0,600.0
1,1.0,1.0,1.0,10.0
